SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx,VirialRadius00_ckpc,VirialMass00_1E10Msun
43,1.0390037,12.7815261,5.5297658,0.1531448,113.3678782,4.8145724,0,0,113.3678782,4.8145724
44,1.1153094,12.7052204,5.227581,0.160576,121.2915273,5.903002,0,0,121.2915273,5.903002
45,1.1971819,12.6233479,4.9393807,0.1683677,125.5438662,6.5557004,0,0,125.5438662,6.5557004
46,1.2850184,12.5355114,4.6645177,0.1765375,129.6568022,7.2325481,0,0,129.6568022,7.2325481
47,1.3695202,12.4510096,4.4280337,0.1842288,123.6895654,6.2900021,0,0,123.6895654,6.2900021
48,1.4698785,12.3506513,4.1768349,0.1931682,133.4829947,7.9221481,0,0,133.4829947,7.9221481
49,1.5775065,12.2430233,3.9372611,0.2025414,144.4514432,10.0640757,0,0,144.4514432,10.0640757
50,1.692911,12.1276188,3.7087743,0.2123695,159.9505528,13.7034753,0,0,159.9505528,13.7034753
51,1.8166298,12.0039,3.4908614,0.2226744,193.7524309,24.4321425,0,0,193.7524309,24.4321425
52,1.9492319,11.8712979,3.2830331,0.2334794,201.7600735,27.691094,0,0,201.7600735,27.691094
53,2.0913186,11.7292112,3.0848226,0.2448087,207.9601175,30.4527981,0,0,207.9601175,30.4527981
54,2.2435237,11.5770061,2.895785,0.2566877,209.4071594,31.2458099,0,0,209.4071594,31.2458099
55,2.3897091,11.4308207,2.7331426,0.2678708,207.8704731,30.7156784,0,0,207.8704731,30.7156784
56,2.5451363,11.2753935,2.5772903,0.2795412,205.9935248,30.061869,0,0,205.9935248,30.061869
57,2.6914781,11.1290517,2.4442257,0.290341,205.4979408,30.0129174,0,0,205.4979408,30.0129174
58,2.8459209,10.9746089,2.3161107,0.3015581,206.4243106,30.6133818,0,0,206.4243106,30.6133818
59,2.9880126,10.8325172,2.2079255,0.3117279,208.6997006,31.8316251,0,0,208.6997006,31.8316251
60,3.1368773,10.6836525,2.1032697,0.3222408,210.6171284,32.9320304,0,0,210.6171284,32.9320304
61,3.2927893,10.5277405,2.0020281,0.3331081,217.7871442,36.6796201,0,0,217.7871442,36.6796201
62,3.4560273,10.3645025,1.9040895,0.344342,241.4747134,50.4050973,0,0,241.4747134,50.4050973
63,3.6019898,10.21854,1.8226893,0.3542721,258.2461165,62.1180867,0,0,258.2461165,62.1180867
64,3.7537196,10.0668102,1.7435706,0.3644885,266.1694357,68.5579678,0,0,266.1694357,68.5579678
65,3.9113954,9.9091344,1.6666696,0.3749996,269.3550564,71.678595,0,0,269.3550564,71.678595
66,4.0474627,9.7730671,1.6042345,0.38399,276.2311826,77.9089351,0,0,276.2311826,77.9089351
67,4.2165016,9.6040282,1.531239,0.3950634,277.8794573,80.1215158,0,0,277.8794573,80.1215158
68,4.3622849,9.4582449,1.4719748,0.4045349,277.2068272,80.2511041,0,0,277.2068272,80.2511041
69,4.5126456,9.3078842,1.4140982,0.4142334,276.3809198,80.30392,0,0,276.3809198,80.30392
70,4.6676818,9.152848,1.3575767,0.4241644,276.8814731,81.5585202,0,0,276.8814731,81.5585202
71,4.8274896,8.9930402,1.3023785,0.4343335,277.2798928,82.7923499,0,0,277.2798928,82.7923499
72,4.9921623,8.8283675,1.2484726,0.4447464,276.7577035,83.2790179,0,0,276.7577035,83.2790179
73,5.127464,8.6930658,1.2062581,0.4532561,275.9310046,83.3319013,0,0,275.9310046,83.3319013
74,5.3011186,8.5194112,1.1546027,0.4641227,273.8586064,82.5086427,0,0,273.8586064,82.5086427
75,5.4437164,8.3768134,1.1141506,0.4730032,272.828432,82.4596264,0,0,272.828432,82.4596264
76,5.5896241,8.2309057,1.0744579,0.4820537,271.8188822,82.4656268,0,0,271.8188822,82.4656268
77,5.7388805,8.0816493,1.0355104,0.4912773,270.6124972,82.3336012,0,0,270.6124972,82.3336012
78,5.9302152,7.8903146,0.9878528,0.5030554,269.3324969,82.441552,0,0,269.3324969,82.441552
79,6.0871354,7.7333944,0.9505314,0.5126808,269.5953835,83.7520922,0,0,269.5953835,83.7520922
80,6.2070934,7.6134364,0.9230008,0.5200206,269.7131944,84.7222591,0,0,269.7131944,84.7222591
81,6.3700838,7.450446,0.8868969,0.5299707,270.0081833,86.1918041,0,0,270.0081833,86.1918041
82,6.5365796,7.2839502,0.8514709,0.5401111,269.7014309,87.1667951,0,0,269.7014309,87.1667951
83,6.7066037,7.1139261,0.81671,0.5504456,269.8834463,88.6785004,0,0,269.8834463,88.6785004
84,6.8364491,6.9840807,0.7910682,0.558326,270.4799984,90.3447976,0,0,270.4799984,90.3447976
85,7.0126931,6.8078367,0.7574414,0.569009,270.4883538,91.8383779,0,0,270.4883538,91.8383779
86,7.1472212,6.6733086,0.7326362,0.5771552,270.1789629,92.6980104,0,0,270.1789629,92.6980104
87,7.3297275,6.4908023,0.7001064,0.5881985,269.4594327,93.5854777,0,0,269.4594327,93.5854777
88,7.4689628,6.351567,0.6761104,0.5966194,268.775149,94.1408463,0,0,268.775149,94.1408463
89,7.6577542,6.1627756,0.6446418,0.6080351,268.0547833,95.1543782,0,0,268.0547833,95.1543782
90,7.8017065,6.0188233,0.6214287,0.61674,267.3467308,95.7982555,0,0,267.3467308,95.7982555
91,7.9476796,5.8728502,0.5985433,0.6255695,266.4445916,96.2509756,0,0,266.4445916,96.2509756
92,8.0956711,5.7248587,0.5759808,0.6345255,265.3819411,96.5800292,0,0,265.3819411,96.5800292
93,8.2961266,5.5244032,0.5463922,0.6466665,263.9929031,97.1202448,0,0,263.9929031,97.1202448
94,8.4488118,5.371718,0.5245658,0.6559245,263.001977,97.6098792,0,0,263.001977,97.6098792
95,8.6034987,5.2170311,0.5030475,0.665315,262.2775216,98.4529403,0,0,262.2775216,98.4529403
96,8.7601795,5.0603503,0.4818329,0.6748399,261.4485359,99.2099131,0,0,261.4485359,99.2099131
97,8.9188451,4.9016847,0.4609178,0.6845012,260.9452562,100.4032936,0,0,260.9452562,100.4032936
98,9.0794853,4.7410445,0.4402978,0.6943008,260.2968127,101.4850983,0,0,260.2968127,101.4850983
99,9.2420885,4.5784413,0.4199689,0.7042408,259.5411565,102.4898322,0,0,259.5411565,102.4898322
100,9.4066418,4.413888,0.399927,0.714323,258.5449313,103.2602919,0,0,258.5449313,103.2602919
101,9.5731313,4.2473985,0.3801679,0.7245495,257.4165152,103.9175096,0,0,257.4165152,103.9175096
102,9.7415418,4.078988,0.3606877,0.7349225,255.8681313,104.1032404,0,0,255.8681313,104.1032404
103,9.8548746,3.9656552,0.3478538,0.7419202,254.6034785,103.9666723,0,0,254.6034785,103.9666723
104,10.0264497,3.7940801,0.3288297,0.7525419,252.9464307,104.0804321,0,0,252.9464307,104.0804321
105,10.1998995,3.6206303,0.3100741,0.7633156,251.2261898,104.1497012,0,0,251.2261898,104.1497012
106,10.3752046,3.4453252,0.2915832,0.7742436,249.7111395,104.4938514,0,0,249.7111395,104.4938514
107,10.5523448,3.268185,0.2733533,0.785328,248.022759,104.6784677,0,0,248.022759,104.6784677
108,10.6714471,3.1490827,0.2613433,0.7928056,246.6918568,104.5618821,0,0,246.6918568,104.5618821
109,10.8515973,2.9689325,0.2435402,0.8041558,244.5473385,104.1949912,0,0,244.5473385,104.1949912
110,11.0335233,2.7870065,0.2259884,0.8156684,242.2660339,103.6960804,0,0,242.2660339,103.6960804
111,11.155782,2.6647478,0.214425,0.8234349,240.9175194,103.5991735,0,0,240.9175194,103.5991735
112,11.3406139,2.4799159,0.1972842,0.8352236,238.8623377,103.4149174,0,0,238.8623377,103.4149174
113,11.5271559,2.2933739,0.1803853,0.847181,236.9633357,103.4625941,0,0,236.9633357,103.4625941
114,11.6524544,2.1680754,0.169252,0.8552476,235.6748701,103.495692,0,0,235.6748701,103.495692
115,11.8417883,1.9787415,0.1527488,0.8674917,233.5075504,103.2368419,0,0,233.5075504,103.2368419
116,11.9689232,1.8516066,0.1418762,0.8757517,232.2578933,103.3203521,0,0,232.2578933,103.3203521
117,12.1609735,1.6595563,0.1257593,0.8882893,230.35036,103.4543084,0,0,230.35036,103.4543084
118,12.3546162,1.4659136,0.1098699,0.9010065,228.7494911,104.0139775,0,0,228.7494911,104.0139775
119,12.4845818,1.335948,0.0994018,0.9095856,227.434728,104.0696246,0,0,227.434728,104.0696246
120,12.6808145,1.1397153,0.0838844,0.9226076,225.4757871,104.1647191,0,0,225.4757871,104.1647191
121,12.8124798,1.00805,0.0736614,0.9313923,224.1367055,104.2093449,0,0,224.1367055,104.2093449
122,13.0112207,0.8093091,0.0585073,0.9447266,222.2435962,104.4469628,0,0,222.2435962,104.4469628
123,13.1445304,0.6759994,0.0485236,0.9537219,220.9464014,104.5710122,0,0,220.9464014,104.5710122
124,13.3456961,0.4748337,0.0337244,0.9673759,218.9031371,104.6385138,0,0,218.9031371,104.6385138
125,13.4805942,0.3399356,0.0239744,0.9765869,217.5400668,104.6927087,0,0,217.5400668,104.6927087
126,13.6841,0.1364298,0.0095217,0.9905681,215.5552462,104.8570498,0,0,215.5552462,104.8570498
127,13.8205298,0.0,0.0,1.0,214.224366,104.9708321,0,0,214.224366,104.9708321
