SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx,VirialRadius00_ckpc,VirialMass00_1E10Msun
43,1.0390037,12.7815261,5.5297658,0.1531448,89.0684973,2.334754,0,0,89.0684973,2.334754
44,1.1153094,12.7052204,5.227581,0.160576,96.6097558,2.9830601,0,0,96.6097558,2.9830601
45,1.1971819,12.6233479,4.9393807,0.1683677,103.9002759,3.7158952,0,0,103.9002759,3.7158952
46,1.2850184,12.5355114,4.6645177,0.1765375,118.282524,5.4911035,0,0,118.282524,5.4911035
47,1.3695202,12.4510096,4.4280337,0.1842288,138.839618,8.8953455,0,0,138.839618,8.8953455
48,1.4698785,12.3506513,4.1768349,0.1931682,148.794493,10.9728012,0,0,148.794493,10.9728012
49,1.5775065,12.2430233,3.9372611,0.2025414,155.9591327,12.6666665,0,0,155.9591327,12.6666665
50,1.692911,12.1276188,3.7087743,0.2123695,158.2418556,13.2685776,0,0,158.2418556,13.2685776
51,1.8166298,12.0039,3.4908614,0.2226744,156.1670277,12.7939455,0,0,156.1670277,12.7939455
52,1.9492319,11.8712979,3.2830331,0.2334794,152.408162,11.9365153,0,0,152.408162,11.9365153
53,2.0913186,11.7292112,3.0848226,0.2448087,157.1973341,13.154252,0,0,157.1973341,13.154252
54,2.2435237,11.5770061,2.895785,0.2566877,162.8148322,14.6868955,0,0,162.8148322,14.6868955
55,2.3897091,11.4308207,2.7331426,0.2678708,166.3869772,15.7537794,0,0,166.3869772,15.7537794
56,2.5451363,11.2753935,2.5772903,0.2795412,168.9924046,16.5977734,0,0,168.9924046,16.5977734
57,2.6914781,11.1290517,2.4442257,0.290341,170.2182818,17.0569837,0,0,170.2182818,17.0569837
58,2.8459209,10.9746089,2.3161107,0.3015581,187.7742222,23.0439082,0,0,187.7742222,23.0439082
59,2.9880126,10.8325172,2.2079255,0.3117279,212.6724421,33.6826117,0,0,212.6724421,33.6826117
60,3.1368773,10.6836525,2.1032697,0.3222408,220.9908169,38.0474033,0,0,220.9908169,38.0474033
61,3.2927893,10.5277405,2.0020281,0.3331081,226.6929242,41.368402,0,0,226.6929242,41.368402
62,3.4560273,10.3645025,1.9040895,0.344342,230.2081206,43.6721257,0,0,230.2081206,43.6721257
63,3.6019898,10.21854,1.8226893,0.3542721,232.160773,45.1287721,0,0,232.160773,45.1287721
64,3.7537196,10.0668102,1.7435706,0.3644885,234.4193203,46.8396444,0,0,234.4193203,46.8396444
65,3.9113954,9.9091344,1.6666696,0.3749996,235.2079363,47.7258762,0,0,235.2079363,47.7258762
66,4.0474627,9.7730671,1.6042345,0.38399,236.5212481,48.9124063,0,0,236.5212481,48.9124063
67,4.2165016,9.6040282,1.531239,0.3950634,236.8770994,49.6277198,0,0,236.8770994,49.6277198
68,4.3622849,9.4582449,1.4719748,0.4045349,236.5666091,49.8789483,0,0,236.5666091,49.8789483
69,4.5126456,9.3078842,1.4140982,0.4142334,237.1586317,50.7358508,0,0,237.1586317,50.7358508
70,4.6676818,9.152848,1.3575767,0.4241644,237.9275686,51.7535649,0,0,237.9275686,51.7535649
71,4.8274896,8.9930402,1.3023785,0.4343335,238.2538902,52.5284602,0,0,238.2538902,52.5284602
72,4.9921623,8.8283675,1.2484726,0.4447464,238.5243406,53.3106448,0,0,238.5243406,53.3106448
73,5.127464,8.6930658,1.2062581,0.4532561,238.4035614,53.7476547,0,0,238.4035614,53.7476547
74,5.3011186,8.5194112,1.1546027,0.4641227,237.9194331,54.0997248,0,0,237.9194331,54.0997248
75,5.4437164,8.3768134,1.1141506,0.4730032,238.1718095,54.8567708,0,0,238.1718095,54.8567708
76,5.5896241,8.2309057,1.0744579,0.4820537,239.5841547,56.4742036,0,0,239.5841547,56.4742036
77,5.7388805,8.0816493,1.0355104,0.4912773,248.3187593,63.6204425,0,0,248.3187593,63.6204425
78,5.9302152,7.8903146,0.9878528,0.5030554,252.6595113,68.0520546,0,0,252.6595113,68.0520546
79,6.0871354,7.7333944,0.9505314,0.5126808,253.6432914,69.7505546,0,0,253.6432914,69.7505546
80,6.2070934,7.6134364,0.9230008,0.5200206,254.4657687,71.1533635,0,0,254.4657687,71.1533635
81,6.3700838,7.450446,0.8868969,0.5299707,255.0912788,72.6872298,0,0,255.0912788,72.6872298
82,6.5365796,7.2839502,0.8514709,0.5401111,255.4339813,74.0501187,0,0,255.4339813,74.0501187
83,6.7066037,7.1139261,0.81671,0.5504456,254.8517213,74.6754487,0,0,254.8517213,74.6754487
84,6.8364491,6.9840807,0.7910682,0.558326,253.8220965,74.6486045,0,0,253.8220965,74.6486045
85,7.0126931,6.8078367,0.7574414,0.569009,251.3708698,73.7140797,0,0,251.3708698,73.7140797
86,7.1472212,6.6733086,0.7326362,0.5771552,249.8295,73.2908492,0,0,249.8295,73.2908492
87,7.3297275,6.4908023,0.7001064,0.5881985,247.6702279,72.6646186,0,0,247.6702279,72.6646186
88,7.4689628,6.351567,0.6761104,0.5966194,245.6395626,71.8722569,0,0,245.6395626,71.8722569
89,7.6577542,6.1627756,0.6446418,0.6080351,243.2440751,71.1127624,0,0,243.2440751,71.1127624
90,7.8017065,6.0188233,0.6214287,0.61674,241.3570125,70.4839537,0,0,241.3570125,70.4839537
91,7.9476796,5.8728502,0.5985433,0.6255695,239.7981623,70.1729407,0,0,239.7981623,70.1729407
92,8.0956711,5.7248587,0.5759808,0.6345255,238.3250868,69.9589417,0,0,238.3250868,69.9589417
93,8.2961266,5.5244032,0.5463922,0.6466665,236.566631,69.8762815,0,0,236.566631,69.8762815
94,8.4488118,5.371718,0.5245658,0.6559245,235.2675673,69.865232,0,0,235.2675673,69.865232
95,8.6034987,5.2170311,0.5030475,0.665315,234.1999476,70.0955492,0,0,234.1999476,70.0955492
96,8.7601795,5.0603503,0.4818329,0.6748399,233.2595275,70.4609878,0,0,233.2595275,70.4609878
97,8.9188451,4.9016847,0.4609178,0.6845012,232.2640279,70.7941392,0,0,232.2640279,70.7941392
98,9.0794853,4.7410445,0.4402978,0.6943008,231.0768383,70.9982651,0,0,231.0768383,70.9982651
99,9.2420885,4.5784413,0.4199689,0.7042408,229.7091285,71.0458687,0,0,229.7091285,71.0458687
100,9.4066418,4.413888,0.399927,0.714323,228.4795464,71.261365,0,0,228.4795464,71.261365
101,9.5731313,4.2473985,0.3801679,0.7245495,227.293676,71.5341916,0,0,227.293676,71.5341916
102,9.7415418,4.078988,0.3606877,0.7349225,225.9257024,71.6680915,0,0,225.9257024,71.6680915
103,9.8548746,3.9656552,0.3478538,0.7419202,224.9793456,71.7383457,0,0,224.9793456,71.7383457
104,10.0264497,3.7940801,0.3288297,0.7525419,223.6584919,71.9466708,0,0,223.6584919,71.9466708
105,10.1998995,3.6206303,0.3100741,0.7633156,222.5361445,72.376746,0,0,222.5361445,72.376746
106,10.3752046,3.4453252,0.2915832,0.7742436,221.2995482,72.7402483,0,0,221.2995482,72.7402483
107,10.5523448,3.268185,0.2733533,0.785328,220.4185832,73.4711932,0,0,220.4185832,73.4711932
108,10.6714471,3.1490827,0.2613433,0.7928056,219.7346514,73.8905566,0,0,219.7346514,73.8905566
109,10.8515973,2.9689325,0.2435402,0.8041558,218.8014434,74.6282842,0,0,218.8014434,74.6282842
110,11.0335233,2.7870065,0.2259884,0.8156684,218.0057693,75.5642895,0,0,218.0057693,75.5642895
111,11.155782,2.6647478,0.214425,0.8234349,218.2005596,76.9685675,0,0,218.2005596,76.9685675
112,11.3406139,2.4799159,0.1972842,0.8352236,218.7355018,79.4143193,0,0,218.7355018,79.4143193
113,11.5271559,2.2933739,0.1803853,0.847181,220.2867661,83.1191012,0,0,220.2867661,83.1191012
114,11.6524544,2.1680754,0.169252,0.8552476,223.9959833,88.8510765,0,0,223.9959833,88.8510765
115,11.8417883,1.9787415,0.1527488,0.8674917,232.148152,101.435384,0,0,232.148152,101.435384
116,11.9689232,1.8516066,0.1418762,0.8757517,232.8179457,104.0811751,0,0,232.8179457,104.0811751
117,12.1609735,1.6595563,0.1257593,0.8882893,232.7759709,106.7420292,0,0,232.7759709,106.7420292
118,12.3546162,1.4659136,0.1098699,0.9010065,231.866092,108.327822,0,0,231.866092,108.327822
119,12.4845818,1.335948,0.0994018,0.9095856,231.0576429,109.1239156,0,0,231.0576429,109.1239156
120,12.6808145,1.1397153,0.0838844,0.9226076,229.5815771,109.975071,0,0,229.5815771,109.975071
121,12.8124798,1.00805,0.0736614,0.9313923,228.3431118,110.1992921,0,0,228.3431118,110.1992921
122,13.0112207,0.8093091,0.0585073,0.9447266,225.9591239,109.7804578,0,0,225.9591239,109.7804578
123,13.1445304,0.6759994,0.0485236,0.9537219,224.3761751,109.5258182,0,0,224.3761751,109.5258182
124,13.3456961,0.4748337,0.0337244,0.9673759,221.9448694,109.0507626,0,0,221.9448694,109.0507626
125,13.4805942,0.3399356,0.0239744,0.9765869,220.2545539,108.6584403,0,0,220.2545539,108.6584403
126,13.6841,0.1364298,0.0095217,0.9905681,217.5579869,107.8070485,0,0,217.5579869,107.8070485
127,13.8205298,0.0,0.0,1.0,216.3137388,108.0621835,0,0,216.3137388,108.0621835
