SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx
49,1.5775065,12.2430233,3.9372611,0.2025414,166.4109879,15.388283,0,0
50,1.692911,12.1276188,3.7087743,0.2123695,171.9328389,17.0190703,0,0
51,1.8166298,12.0039,3.4908614,0.2226744,174.316475,17.794375,0,0
52,1.9492319,11.8712979,3.2830331,0.2334794,177.875768,18.9765892,0,0
53,2.0913186,11.7292112,3.0848226,0.2448087,178.6503338,19.3076002,0,0
54,2.2435237,11.5770061,2.895785,0.2566877,179.9784325,19.8386703,0,0
55,2.3897091,11.4308207,2.7331426,0.2678708,182.2876177,20.7153274,0,0
56,2.5451363,11.2753935,2.5772903,0.2795412,187.7129421,22.7494146,0,0
57,2.6914781,11.1290517,2.4442257,0.290341,204.638524,29.6398431,0,0
58,2.8459209,10.9746089,2.3161107,0.3015581,233.0268742,44.0409417,0,0
59,2.9880126,10.8325172,2.2079255,0.3117279,238.5357303,47.5270414,0,0
60,3.1368773,10.6836525,2.1032697,0.3222408,241.5291773,49.6699871,0,0
61,3.2927893,10.5277405,2.0020281,0.3331081,243.3898325,51.2005605,0,0
62,3.4560273,10.3645025,1.9040895,0.344342,243.3938343,51.6129778,0,0
63,3.6019898,10.21854,1.8226893,0.3542721,242.9721734,51.7346575,0,0
64,3.7537196,10.0668102,1.7435706,0.3644885,241.5566841,51.2451582,0,0
65,3.9113954,9.9091344,1.6666696,0.3749996,240.9142652,51.2838737,0,0
66,4.0474627,9.7730671,1.6042345,0.38399,241.4809799,52.0516708,0,0
67,4.2165016,9.6040282,1.531239,0.3950634,242.5386171,53.2731001,0,0
68,4.3622849,9.4582449,1.4719748,0.4045349,243.2697569,54.2388259,0,0
69,4.5126456,9.3078842,1.4140982,0.4142334,244.519414,55.6096402,0,0
70,4.6676818,9.152848,1.3575767,0.4241644,250.0485429,60.068012,0,0
71,4.8274896,8.9930402,1.3023785,0.4343335,259.2622847,67.6780713,0,0
72,4.9921623,8.8283675,1.2484726,0.4447464,261.7753632,70.467112,0,0
73,5.127464,8.6930658,1.2062581,0.4532561,263.2511872,72.362837,0,0
74,5.3011186,8.5194112,1.1546027,0.4641227,265.1347318,74.88007,0,0
75,5.4437164,8.3768134,1.1141506,0.4730032,266.9242564,77.2244511,0,0
76,5.5896241,8.2309057,1.0744579,0.4820537,275.9268489,86.2693702,0,0
77,5.7388805,8.0816493,1.0355104,0.4912773,280.5727262,91.7653093,0,0
78,5.9302152,7.8903146,0.9878528,0.5030554,281.8475594,94.4665394,0,0
79,6.0871354,7.7333944,0.9505314,0.5126808,281.826407,95.6754782,0,0
80,6.2070934,7.6134364,0.9230008,0.5200206,281.9849394,96.8155643,0,0
81,6.3700838,7.450446,0.8868969,0.5299707,285.1566857,101.5381224,0,0
82,6.5365796,7.2839502,0.8514709,0.5401111,288.4482439,106.6431296,0,0
83,6.7066037,7.1139261,0.81671,0.5504456,298.5236452,120.026756,0,0
84,6.8364491,6.9840807,0.7910682,0.558326,299.5887143,122.759187,0,0
85,7.0126931,6.8078367,0.7574414,0.569009,299.7913983,125.0452585,0,0
86,7.1472212,6.6733086,0.7326362,0.5771552,299.6315027,126.4350872,0,0
87,7.3297275,6.4908023,0.7001064,0.5881985,299.8372869,128.9374881,0,0
88,7.4689628,6.351567,0.6761104,0.5966194,303.855939,136.0395009,0,0
89,7.6577542,6.1627756,0.6446418,0.6080351,304.6370571,139.6859169,0,0
90,7.8017065,6.0188233,0.6214287,0.61674,305.1697786,142.4722051,0,0
91,7.9476796,5.8728502,0.5985433,0.6255695,306.6059145,146.6749691,0,0
92,8.0956711,5.7248587,0.5759808,0.6345255,310.5127585,154.7251568,0,0
93,8.2961266,5.5244032,0.5463922,0.6466665,309.6678756,156.739353,0,0
94,8.4488118,5.371718,0.5245658,0.6559245,309.5060451,159.0842013,0,0
95,8.6034987,5.2170311,0.5030475,0.665315,309.7318162,162.1438058,0,0
96,8.7601795,5.0603503,0.4818329,0.6748399,308.3418547,162.7322722,0,0
97,8.9188451,4.9016847,0.4609178,0.6845012,306.5342781,162.7600902,0,0
98,9.0794853,4.7410445,0.4402978,0.6943008,305.0020113,163.2536874,0,0
99,9.2420885,4.5784413,0.4199689,0.7042408,303.284431,163.51999,0,0
100,9.4066418,4.413888,0.399927,0.714323,301.1069969,163.1128864,0,0
101,9.5731313,4.2473985,0.3801679,0.7245495,298.451613,161.9455676,0,0
102,9.7415418,4.078988,0.3606877,0.7349225,295.5230522,160.3971844,0,0
103,9.8548746,3.9656552,0.3478538,0.7419202,293.2340738,158.8345714,0,0
104,10.0264497,3.7940801,0.3288297,0.7525419,290.1152742,157.0207749,0,0
105,10.1998995,3.6206303,0.3100741,0.7633156,287.3451577,155.8416242,0,0
106,10.3752046,3.4453252,0.2915832,0.7742436,284.8074748,155.0512721,0,0
107,10.5523448,3.268185,0.2733533,0.785328,282.5401984,154.7355703,0,0
108,10.6714471,3.1490827,0.2613433,0.7928056,282.5438044,157.0947047,0,0
109,10.8515973,2.9689325,0.2435402,0.8041558,281.0208824,158.1261083,0,0
110,11.0335233,2.7870065,0.2259884,0.8156684,278.9763868,158.3506221,0,0
111,11.155782,2.6647478,0.214425,0.8234349,277.6487828,158.5760366,0,0
112,11.3406139,2.4799159,0.1972842,0.8352236,275.6154571,158.8812123,0,0
113,11.5271559,2.2933739,0.1803853,0.847181,273.7000301,159.4260099,0,0
114,11.6524544,2.1680754,0.169252,0.8552476,272.497537,159.9765827,0,0
115,11.8417883,1.9787415,0.1527488,0.8674917,270.7581007,160.9321877,0,0
116,11.9689232,1.8516066,0.1418762,0.8757517,269.4834654,161.4072883,0,0
117,12.1609735,1.6595563,0.1257593,0.8882893,267.6996577,162.35803,0,0
118,12.3546162,1.4659136,0.1098699,0.9010065,265.3408898,162.333443,0,0
119,12.4845818,1.335948,0.0994018,0.9095856,263.7775102,162.3590319,0,0
120,12.6808145,1.1397153,0.0838844,0.9226076,260.9208057,161.4305356,0,0
121,12.8124798,1.00805,0.0736614,0.9313923,259.493135,161.7212789,0,0
122,13.0112207,0.8093091,0.0585073,0.9447266,257.5447483,162.5554013,0,0
123,13.1445304,0.6759994,0.0485236,0.9537219,256.2708826,163.2026108,0,0
124,13.3456961,0.4748337,0.0337244,0.9673759,254.5376029,164.5115411,0,0
125,13.4805942,0.3399356,0.0239744,0.9765869,253.3543272,165.3603099,0,0
126,13.6841,0.1364298,0.0095217,0.9905681,251.0766285,165.6820008,0,0
127,13.8205298,0.0,0.0,1.0,249.4421622,165.7208852,0,0
