,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-590537.8625710601,0.0
1,-531106.7991789787,1.0
2,-476142.03368258936,2.0
3,-440564.29008597945,3.0
4,-417446.9441751017,4.0
5,-401054.6404483252,5.0
6,-388675.0957214286,6.0
7,-378794.63192551094,7.0
8,-370630.4631762295,8.0
9,-363598.51300994004,9.0
10,-357362.69108322397,10.0
11,-351836.3290458786,11.0
12,-346897.89838601515,12.0
13,-342403.0231026692,13.0
14,-338364.0232399738,14.0
15,-334613.15951722016,15.0
16,-331200.5112771458,16.0
17,-328042.1673463503,17.0
18,-325087.098310888,18.0
19,-322338.05814435554,19.0
20,-319753.9546294571,20.0
21,-317360.7268659765,21.0
22,-315063.324111286,22.0
23,-312912.151969799,23.0
24,-310869.93056501827,24.0
25,-308922.217533455,25.0
26,-307101.0002803227,26.0
27,-305332.594978319,27.0
28,-303657.57103617495,28.0
29,-302078.5805856029,29.0
30,-300554.24849858496,30.0
31,-299131.33808816696,31.0
32,-297793.889610737,32.0
33,-296562.5732693755,33.0
34,-295485.3227008271,34.0
35,-294191.56954813027,35.0
36,-292783.9182877013,36.0
37,-291521.3075669761,37.0
38,-290316.0567510215,38.0
39,-289194.4709745921,39.0
40,-288136.66848361277,40.0
41,-287098.0753194522,41.0
42,-286094.7553417,42.0
43,-285142.10215847846,43.0
44,-284204.74940026074,44.0
45,-283295.067278632,45.0
46,-282415.2167213604,46.0
47,-281568.49846438173,47.0
48,-280741.36964208004,48.0
49,-279937.45203705464,49.0
50,-279157.2857001258,50.0
51,-278398.6784436954,51.0
52,-277660.29292741173,52.0
53,-276930.79073607776,53.0
54,-276208.39113710326,54.0
55,-275527.7929413296,55.0
56,-274850.03466273687,56.0
57,-274193.8956967462,57.0
58,-273554.47704070015,58.0
59,-272921.60906847334,59.0
60,-272297.66940309166,60.0
61,-271696.31059533654,61.0
62,-271114.00690592144,62.0
63,-270527.66386102,63.0
64,-269950.5279519162,64.0
65,-269407.1213596636,65.0
66,-268902.66570994986,66.0
67,-268363.17328426545,67.0
68,-267868.21875415614,68.0
69,-267348.19916354073,69.0
70,-266856.0132957413,70.0
71,-266374.8833896016,71.0
72,-265910.3316311655,72.0
73,-265444.48595998593,73.0
74,-264988.34007912624,74.0
75,-264531.03685520217,75.0
76,-264112.20757120254,76.0
77,-263675.6962099237,77.0
78,-263277.3586032699,78.0
79,-262885.8163427609,79.0
80,-262519.14480987453,80.0
81,-262173.59099725285,81.0
82,-261856.46234188048,82.0
83,-261354.7442655096,83.0
84,-260880.60386833447,84.0
