SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx
49,1.5775065,12.2430233,3.9372611,0.2025414,24.2551167,0.0476429,1,0
50,1.692911,12.1276188,3.7087743,0.2123695,21.0441413,0.0312084,1,0
51,1.8166298,12.0039,3.4908614,0.2226744,19.5444989,0.0250771,1,0
52,1.9492319,11.8712979,3.2830331,0.2334794,23.301776,0.0426567,1,0
53,2.0913186,11.7292112,3.0848226,0.2448087,21.239047,0.0324426,1,0
54,2.2435237,11.5770061,2.895785,0.2566877,22.3449187,0.0379646,1,0
55,2.3897091,11.4308207,2.7331426,0.2678708,22.6227447,0.039592,1,0
56,2.5451363,11.2753935,2.5772903,0.2795412,22.3042206,0.0381593,1,0
57,2.6914781,11.1290517,2.4442257,0.290341,23.9903253,0.047751,1,0
58,2.8459209,10.9746089,2.3161107,0.3015581,18.2633099,0.0212002,1,0
59,2.9880126,10.8325172,2.2079255,0.3117279,19.6106164,0.0264096,1,0
60,3.1368773,10.6836525,2.1032697,0.3222408,21.6097497,0.0355716,1,0
61,3.2927893,10.5277405,2.0020281,0.3331081,19.4892861,0.0262895,1,0
62,3.4560273,10.3645025,1.9040895,0.344342,22.6634442,0.0416702,1,0
63,3.6019898,10.21854,1.8226893,0.3542721,20.8087215,0.0324974,1,0
64,3.7537196,10.0668102,1.7435706,0.3644885,24.1226097,0.0510383,1,0
65,3.9113954,9.9091344,1.6666696,0.3749996,23.9301034,0.0502629,1,0
66,4.0474627,9.7730671,1.6042345,0.38399,24.1880785,0.0523078,1,0
67,4.2165016,9.6040282,1.531239,0.3950634,25.2996327,0.0604601,1,0
68,4.3622849,9.4582449,1.4719748,0.4045349,23.5918177,0.0494702,1,0
69,4.5126456,9.3078842,1.4140982,0.4142334,22.0203603,0.0406115,1,0
70,4.6676818,9.152848,1.3575767,0.4241644,28.0151505,0.0844874,1,0
71,4.8274896,8.9930402,1.3023785,0.4343335,27.9455343,0.0847554,1,0
72,4.9921623,8.8283675,1.2484726,0.4447464,19.4192658,0.0287713,1,0
73,5.127464,8.6930658,1.2062581,0.4532561,35.3383693,0.175034,1,0
74,5.3011186,8.5194112,1.1546027,0.4641227,21.9745568,0.0426301,1,0
75,5.4437164,8.3768134,1.1141506,0.4730032,22.1625735,0.0442054,1,0
76,5.5896241,8.2309057,1.0744579,0.4820537,20.5062197,0.0354074,1,0
77,5.7388805,8.0816493,1.0355104,0.4912773,18.4022098,0.025895,1,0
78,5.9302152,7.8903146,0.9878528,0.5030554,16.9257592,0.0204603,1,0
79,6.0871354,7.7333944,0.9505314,0.5126808,19.7757822,0.0330622,1,0
80,6.2070934,7.6134364,0.9230008,0.5200206,19.7770011,0.0333995,1,0
81,6.3700838,7.450446,0.8868969,0.5299707,18.6352411,0.0283403,1,0
82,6.5365796,7.2839502,0.8514709,0.5401111,19.7751294,0.0343589,1,0
83,6.7066037,7.1139261,0.81671,0.5504456,20.0733079,0.0364873,1,0
84,6.8364491,6.9840807,0.7910682,0.558326,5.4882652,0.0007547,1,0
85,7.0126931,6.8078367,0.7574414,0.569009,19.1371343,0.0325267,1,0
86,7.1472212,6.6733086,0.7326362,0.5771552,17.3816936,0.0246818,1,0
87,7.3297275,6.4908023,0.7001064,0.5881985,24.0161253,0.0662551,1,0
88,7.4689628,6.351567,0.6761104,0.5966194,20.5338584,0.0419832,1,0
89,7.6577542,6.1627756,0.6446418,0.6080351,18.7116077,0.0323655,1,0
90,7.8017065,6.0188233,0.6214287,0.61674,18.4129619,0.0312985,1,0
91,7.9476796,5.8728502,0.5985433,0.6255695,0.0,0.0,1,0
92,8.0956711,5.7248587,0.5759808,0.6345255,17.714268,0.028723,1,0
93,8.2961266,5.5244032,0.5463922,0.6466665,17.2718616,0.0271987,1,0
94,8.4488118,5.371718,0.5245658,0.6559245,17.7487889,0.0299993,1,0
95,8.6034987,5.2170311,0.5030475,0.665315,17.5240374,0.0293665,1,0
96,8.7601795,5.0603503,0.4818329,0.6748399,19.155938,0.0390242,1,0
97,8.9188451,4.9016847,0.4609178,0.6845012,18.3776948,0.0350684,1,0
98,9.0794853,4.7410445,0.4402978,0.6943008,18.1743141,0.0345403,1,0
99,9.2420885,4.5784413,0.4199689,0.7042408,17.9418792,0.0338553,1,0
100,9.4066418,4.413888,0.399927,0.714323,26.436198,0.110393,1,0
101,9.5731313,4.2473985,0.3801679,0.7245495,16.5878844,0.0278034,1,0
102,9.7415418,4.078988,0.3606877,0.7349225,16.2331902,0.0265838,1,0
103,9.8548746,3.9656552,0.3478538,0.7419202,16.0035877,0.0258164,1,0
104,10.0264497,3.7940801,0.3288297,0.7525419,16.9750971,0.0314534,1,0
105,10.1998995,3.6206303,0.3100741,0.7633156,16.4885557,0.0294447,1,0
106,10.3752046,3.4453252,0.2915832,0.7742436,15.488385,0.0249386,1,0
107,10.5523448,3.268185,0.2733533,0.785328,15.8894213,0.0275256,1,0
108,10.6714471,3.1490827,0.2613433,0.7928056,11.5866162,0.0108323,1,0
109,10.8515973,2.9689325,0.2435402,0.8041558,11.6882893,0.0113776,1,0
110,11.0335233,2.7870065,0.2259884,0.8156684,11.0061804,0.0097227,1,0
111,11.155782,2.6647478,0.214425,0.8234349,13.4667183,0.0180938,1,0
112,11.3406139,2.4799159,0.1972842,0.8352236,213.972913,74.3395335,0,0
113,11.5271559,2.2933739,0.1803853,0.847181,212.1935029,74.2882262,0,0
114,11.6524544,2.1680754,0.169252,0.8552476,211.0462652,74.3132241,0,0
115,11.8417883,1.9787415,0.1527488,0.8674917,208.950384,73.9693891,0,0
116,11.9689232,1.8516066,0.1418762,0.8757517,207.221304,73.3880545,0,0
117,12.1609735,1.6595563,0.1257593,0.8882893,122.6823903,15.6280525,0,1
118,12.3546162,1.4659136,0.1098699,0.9010065,121.3755648,15.5376625,0,1
119,12.4845818,1.335948,0.0994018,0.9095856,120.2650468,15.3851294,0,1
120,12.6808145,1.1397153,0.0838844,0.9226076,118.5818225,15.1549009,0,1
121,12.8124798,1.00805,0.0736614,0.9313923,117.3670051,14.9623409,0,1
122,13.0112207,0.8093091,0.0585073,0.9447266,115.5391777,14.6768648,0,1
123,13.1445304,0.6759994,0.0485236,0.9537219,114.3874215,14.5111363,0,1
124,13.3456961,0.4748337,0.0337244,0.9673759,112.4773486,14.1936037,0,1
125,13.4805942,0.3399356,0.0239744,0.9765869,196.6918757,77.3785419,0,0
126,13.6841,0.1364298,0.0095217,0.9905681,203.9200053,88.7702457,0,0
127,13.8205298,0.0,0.0,1.0,206.0317837,93.3755878,0,0
