,GravPotential_(km/s)^2,SphericalRadius_ckpc
0,-370646.92607077415,0.0
1,-318516.82883715373,1.0
2,-277846.1047062946,2.0
3,-251152.98375818905,3.0
4,-232248.01235345707,4.0
5,-218040.76021172677,5.0
6,-206943.73535106322,6.0
7,-198053.88825972093,7.0
8,-190653.82567845588,8.0
9,-184367.68032801294,9.0
10,-178919.62582183204,10.0
11,-174171.55815465914,11.0
12,-169899.15040240283,12.0
13,-166133.44687835177,13.0
14,-162684.61405765417,14.0
15,-159521.66521035507,15.0
16,-156636.33767899047,16.0
17,-153979.91071194637,17.0
18,-151510.55921641833,18.0
19,-149197.15798754533,19.0
20,-147040.22040883056,20.0
21,-145015.33294365226,21.0
22,-143081.42666431903,22.0
23,-141285.28893249517,23.0
24,-139574.9858684481,24.0
25,-137949.8334622774,25.0
26,-136404.90424182144,26.0
27,-134939.17230939405,27.0
28,-133510.37237931436,28.0
29,-132171.61820982207,29.0
30,-130878.43048077381,30.0
31,-129639.22759705732,31.0
32,-128443.15935847479,32.0
33,-127297.87659376673,33.0
34,-126178.64704614824,34.0
35,-125135.39493997427,35.0
36,-124102.66629214356,36.0
37,-123098.03306772317,37.0
38,-122136.7580759525,38.0
39,-121229.51608274202,39.0
40,-120300.91338252832,40.0
41,-119444.98867707592,41.0
42,-118592.40642537456,42.0
43,-117765.22845443101,43.0
44,-116972.30030238208,44.0
45,-116190.57127972302,45.0
46,-115448.91582422971,46.0
47,-114720.25902382057,47.0
48,-114017.82008984599,48.0
49,-113324.83107930672,49.0
50,-112637.26058617109,50.0
51,-111982.2169143947,51.0
52,-111348.09221695513,52.0
53,-110713.4978608477,53.0
54,-110094.25019010517,54.0
55,-109488.96378235724,55.0
56,-108936.70735802937,56.0
57,-108355.66501986432,57.0
58,-107795.02467058046,58.0
59,-107251.83150199271,59.0
60,-106710.76472329811,60.0
61,-106173.43607424923,61.0
62,-105652.73218230823,62.0
63,-105149.36903085352,63.0
64,-104676.59774750895,64.0
65,-104195.16992582729,65.0
66,-103704.89034366602,66.0
67,-103244.32774161054,67.0
68,-102800.30228503679,68.0
69,-102328.7983793609,69.0
70,-101910.74007688566,70.0
71,-101459.26350172576,71.0
72,-101022.15006939592,72.0
73,-100586.27672516285,73.0
74,-100177.16394924765,74.0
75,-99783.95637851102,75.0
76,-99370.97954323924,76.0
77,-98967.16273406266,77.0
78,-98597.7735069289,78.0
79,-98202.14210547821,79.0
80,-97856.3022196615,80.0
81,-97497.64114636551,81.0
82,-97120.86254857513,82.0
83,-96788.19998154766,83.0
84,-96439.67220221723,84.0
85,-96090.88943675451,85.0
86,-95806.24434354543,86.0
87,-95405.997079177,87.0
88,-95102.88965778198,88.0
